commits,commits_per_month,changes,changes_per_commit,changes_per_month,grade
87,14,1557,17,259,5.58
1,0,608,608,101,1.24
42,7,2482,59,413,5.06
46,7,1755,38,292,4.16
2,0,1723,861,287,2.92
79,13,203,2,33,3.47
92,15,576,6,96,4.49
100,16,1280,12,213,5.71
12,2,1064,88,177,1.97
25,4,2379,95,396,4.23
94,15,351,3,58,4.22
24,4,454,18,75,1.59
31,5,2788,89,464,5.02
91,15,2882,31,480,7.56
40,6,764,19,127,2.58
98,16,710,7,118,4.91
50,8,2232,44,372,5.01
90,15,2674,29,445,7.26
10,1,2853,285,475,4.32
70,11,1149,16,191,4.32
6,1,1488,248,248,2.4
62,10,1748,28,291,4.84
43,7,302,7,50,2.14
57,9,1696,29,282,4.54
97,16,2923,30,487,7.86
22,3,2872,130,478,4.73
25,4,2206,88,367,4.0
90,15,588,6,98,4.46
100,16,608,6,101,4.81
36,6,1906,52,317,4.04
58,9,2395,41,399,5.51
96,16,2840,29,473,7.72
71,11,1527,21,254,4.84
24,4,1003,41,167,2.34
65,10,2783,42,463,6.29
99,16,2959,29,493,7.94
97,16,1707,17,284,6.23
5,0,2755,551,459,4.14
1,0,898,898,149,1.82
19,3,1133,59,188,2.3
19,3,799,42,133,1.85
91,15,952,10,158,4.97
68,11,842,12,140,3.86
51,8,2965,58,494,6.01
70,11,353,5,58,3.25
73,12,2953,40,492,6.92
3,0,2690,896,448,4.25
32,5,912,28,152,2.5
82,13,2190,26,365,6.2
87,14,2109,24,351,6.32
99,16,1257,12,209,5.66
25,4,361,14,60,1.49
61,10,2099,34,349,5.29
84,14,206,2,34,3.7
80,13,2800,35,466,6.98
24,4,1437,59,239,2.93
24,4,1369,57,228,2.84
56,9,141,2,23,2.43
19,3,137,7,22,0.94
44,7,757,17,126,2.78
40,6,2160,54,360,4.47
48,8,2881,60,480,5.84
85,14,2227,26,371,6.44
50,8,533,10,88,2.71
89,14,2602,29,433,7.02
53,8,472,8,78,2.69
10,1,1266,126,211,2.1
63,10,2278,36,379,5.57
32,5,2998,93,499,5.32
88,14,1614,18,269,5.67
41,6,2555,62,425,5.02
75,12,546,7,91,3.73
38,6,2221,58,370,4.51
20,3,1915,95,319,3.39
76,12,2632,34,438,6.55
82,13,2599,31,433,6.75
9,1,2111,234,351,3.27
21,3,1230,58,205,2.47
78,13,174,2,29,3.42
99,16,1432,14,238,5.9
97,16,1878,19,313,6.46
2,0,2748,1374,458,4.63
38,6,1287,33,214,3.25
19,3,1606,84,267,2.95
95,15,1753,18,292,6.12
66,11,594,9,99,3.49
71,11,1991,28,331,5.47
82,13,215,2,35,3.55
12,2,1393,116,232,2.42
59,9,2834,48,472,6.11
46,7,663,14,110,2.69
81,13,2929,36,488,7.17
94,15,2331,24,388,6.88
81,13,2968,36,494,7.22
23,3,704,30,117,1.79
79,13,1479,18,246,5.19
75,12,2172,28,362,5.91
33,5,1205,36,200,2.91
52,8,2738,52,456,5.72
33,5,762,23,127,2.32
2,0,832,416,138,1.43
49,8,423,8,70,2.55
91,15,547,6,91,4.43
54,9,357,6,59,2.68
61,10,1789,29,298,4.87
13,2,765,58,127,1.57
56,9,506,9,84,2.92
8,1,2237,279,372,3.45
87,14,1587,18,264,5.62
26,4,1214,46,202,2.67
46,7,2470,53,411,5.12
1,0,715,715,119,1.45
37,6,2305,62,384,4.6
83,13,2455,29,409,6.58
9,1,1676,186,279,2.66
43,7,1108,25,184,3.23
30,5,2938,97,489,5.2
89,14,2482,27,413,6.85
8,1,566,70,94,1.09
95,15,1967,20,327,6.41
61,10,887,14,147,3.66
57,9,2302,40,383,5.36
49,8,2262,46,377,5.03
25,4,292,11,48,1.39
92,15,355,3,59,4.19
79,13,379,4,63,3.71
78,13,2356,30,392,6.34
37,6,957,25,159,2.78
78,13,1367,17,227,5.02
65,10,2601,40,433,6.04
56,9,1861,33,310,4.75
74,12,2225,30,370,5.96
47,7,2595,55,432,5.31
12,2,1669,139,278,2.81
61,10,1906,31,317,5.03
82,13,918,11,153,4.5
85,14,625,7,104,4.29
12,2,2290,190,381,3.67
62,10,462,7,77,3.11
50,8,1612,32,268,4.17
39,6,1748,44,291,3.89
33,5,2008,60,334,4.0
40,6,2970,74,495,5.56
32,5,2779,86,463,5.03
82,13,2735,33,455,6.93
54,9,1371,25,228,4.05
85,14,2241,26,373,6.45
47,7,549,11,91,2.55
60,10,2676,44,446,6.05
10,1,550,55,91,1.09
78,13,2384,30,397,6.38
79,13,236,2,39,3.52
13,2,2165,166,360,3.51
17,2,1217,71,202,2.26
9,1,1049,116,174,1.78
95,15,526,5,87,4.48
19,3,129,6,21,0.93
49,8,1851,37,308,4.47
14,2,167,11,27,0.76
4,0,249,62,41,0.45
97,16,978,10,163,5.25
57,9,1581,27,263,4.39
22,3,2156,98,359,3.75
85,14,1197,14,199,5.05
63,10,282,4,47,2.89
48,8,765,15,127,2.99
81,13,2919,36,486,7.16
15,2,2592,172,432,4.12
14,2,2772,198,462,4.36
94,15,1612,17,268,5.91
87,14,1852,21,308,5.97
16,2,203,12,33,0.85
26,4,105,4,17,1.16
1,0,857,857,142,1.74
24,4,1798,74,299,3.42
62,10,1461,23,243,4.45
27,4,2185,80,364,4.01
21,3,2976,141,496,4.86
57,9,459,8,76,2.88
8,1,252,31,42,0.64
4,0,2544,636,424,3.9
87,14,1836,21,306,5.95
6,1,1403,233,233,2.27
24,4,2005,83,334,3.71
37,6,1049,28,174,2.9
69,11,963,13,160,4.05
89,14,1769,19,294,5.9
43,7,220,5,36,2.03
79,13,300,3,50,3.61
88,14,1751,19,291,5.85
47,7,1630,34,271,4.01
53,8,2958,55,493,6.04
9,1,1160,128,193,1.94
35,5,2845,81,474,5.17
63,10,321,5,53,2.94
95,15,862,9,143,4.93
27,4,620,22,103,1.88
47,7,304,6,50,2.22
64,10,1992,31,332,5.21
84,14,1067,12,177,4.86
68,11,942,13,157,4.0
47,7,316,6,52,2.24
34,5,2478,72,413,4.66
12,2,2476,206,412,3.93
38,6,429,11,71,2.09
85,14,707,8,117,4.39
57,9,409,7,68,2.81
59,9,907,15,151,3.52
13,2,327,25,54,0.96
30,5,2937,97,489,5.2
5,0,1682,336,280,2.57
19,3,1589,83,264,2.93
98,16,1232,12,205,5.61
22,3,2660,120,443,4.44
4,0,2603,650,433,3.99
22,3,921,41,153,2.07
11,1,2210,200,368,3.43
50,8,2303,46,383,5.1
23,3,1990,86,331,3.54
71,11,1230,17,205,4.45
9,1,2836,315,472,4.3
55,9,1229,22,204,3.88
67,11,2678,39,446,6.31
51,8,2320,45,386,5.14
12,2,2775,231,462,4.34
26,4,1184,45,197,2.63
48,8,1496,31,249,3.97
28,4,1252,44,208,2.76
53,8,2681,50,446,5.67
15,2,803,53,133,1.65
41,6,257,6,42,1.91
22,3,1697,77,282,3.13
87,14,699,8,116,4.43
71,11,256,3,42,3.14
10,1,2997,299,499,4.52
46,7,316,6,52,2.22
19,3,247,13,41,1.09
22,3,1832,83,305,3.31
82,13,2483,30,413,6.59
31,5,644,20,107,2.12
70,11,1432,20,238,4.7
18,3,2380,132,396,3.99
10,1,2092,209,348,3.25
93,15,1546,16,257,5.8
75,12,1028,13,171,4.38
77,12,1295,16,215,4.77
8,1,436,54,72,0.9
100,16,1749,17,291,6.34
64,10,257,4,42,2.87
84,14,152,1,25,3.63
65,10,172,2,28,2.78
56,9,1591,28,265,4.38
8,1,1673,209,278,2.65
30,5,2472,82,412,4.58
34,5,2277,66,379,4.38
14,2,1082,77,180,2.02
100,16,2096,20,349,6.81
62,10,2055,33,342,5.25
11,1,322,29,53,0.79
37,6,2021,54,336,4.22
1,0,2041,2041,340,4.12
90,15,2482,27,413,7.0
91,15,2234,24,372,6.69
49,8,2804,57,467,5.76
22,3,961,43,160,2.12
89,14,1586,17,264,5.65
97,16,1735,17,289,6.26
70,11,2739,39,456,6.45
10,1,2834,283,472,4.29
41,6,598,14,99,2.37
7,1,2382,340,397,3.67
15,2,2894,192,482,4.54
55,9,1982,36,330,4.89
93,15,2707,29,451,7.36
18,3,1431,79,238,2.69
99,16,1593,16,265,6.11
15,2,2618,174,436,4.16
21,3,111,5,18,0.94
96,16,1767,18,294,6.29
16,2,1160,72,193,2.16
6,1,2419,403,403,3.74
44,7,2386,54,397,4.97
47,7,2382,50,397,5.02
29,4,2403,82,400,4.34
80,13,981,12,163,4.54
15,2,890,59,148,1.78
31,5,2088,67,348,4.07
67,11,1644,24,274,4.92
75,12,2210,29,368,5.96
83,13,2674,32,445,6.87
6,1,1076,179,179,1.8
63,10,816,12,136,3.61
4,0,2143,535,357,3.3
24,4,1493,62,248,3.01
11,1,1741,158,290,2.77
96,16,535,5,89,4.64
70,11,2318,33,386,5.89
51,8,350,6,58,2.49
85,14,261,3,43,3.8
99,16,634,6,105,4.83
10,1,2547,254,424,3.89
82,13,1125,13,187,4.77
40,6,1742,43,290,3.9
95,15,2423,25,403,7.02
63,10,1772,28,295,4.89
81,13,2707,33,451,6.88
33,5,2400,72,400,4.53
15,2,1604,106,267,2.76
75,12,371,4,61,3.49
18,3,2269,126,378,3.84
17,2,2802,164,467,4.44
60,10,1322,22,220,4.23
47,7,1141,24,190,3.35
9,1,2970,330,495,4.49
9,1,1094,121,182,1.84
18,3,1775,98,295,3.16
60,10,738,12,123,3.44
44,7,1208,27,201,3.38
5,0,2114,422,352,3.2
51,8,1889,37,314,4.56
9,1,866,96,144,1.52
1,0,415,415,69,0.85
76,12,1989,26,331,5.69
63,10,2349,37,391,5.66
63,10,1746,27,291,4.86
68,11,1285,18,214,4.46
17,2,2479,145,413,3.99
4,0,684,171,114,1.11
13,2,1375,105,229,2.41
48,8,366,7,61,2.45
16,2,419,26,69,1.14
49,8,2862,58,477,5.84
92,15,1138,12,189,5.24
56,9,2065,36,344,5.02
46,7,1811,39,301,4.23
76,12,674,8,112,3.92
15,2,2188,145,364,3.56
8,1,2722,340,453,4.14
92,15,2624,28,437,7.23
47,7,1026,21,171,3.2
65,10,218,3,36,2.84
24,4,2719,113,453,4.68
90,15,1583,17,263,5.79
26,4,2680,103,446,4.66
98,16,924,9,154,5.2
3,0,1455,485,242,2.32
63,10,2817,44,469,6.29
36,6,1910,53,318,4.05
98,16,502,5,83,4.63
78,13,2061,26,343,5.95
3,0,2718,906,453,4.29
96,16,711,7,118,4.87
40,6,209,5,34,1.83
30,5,1238,41,206,2.9
17,2,2084,122,347,3.45
79,13,2549,32,424,6.62
25,4,1191,47,198,2.62
87,14,2881,33,480,7.35
1,0,433,433,72,0.89
97,16,179,1,29,4.18
50,8,1374,27,229,3.85
3,0,2491,830,415,3.94
10,1,140,14,23,0.52
64,10,2996,46,499,6.55
32,5,743,23,123,2.27
60,10,2889,48,481,6.33
41,6,426,10,71,2.14
30,5,1704,56,284,3.53
43,7,1231,28,205,3.39
7,1,874,124,145,1.51
72,12,107,1,17,3.08
14,2,1220,87,203,2.21
90,15,2754,30,459,7.37
35,5,755,21,125,2.34
93,15,2965,31,494,7.71
52,8,2865,55,477,5.9
87,14,2794,32,465,7.23
98,16,631,6,105,4.8
12,2,2368,197,394,3.78
37,6,1391,37,231,3.37
4,0,1530,382,255,2.38
23,3,2805,121,467,4.65
25,4,2741,109,456,4.72
45,7,2839,63,473,5.6
90,15,891,9,148,4.87
69,11,465,6,77,3.38
96,16,1792,18,298,6.32
43,7,115,2,19,1.89
11,1,772,70,128,1.42
74,12,2113,28,352,5.82
73,12,1387,19,231,4.82
1,0,720,720,120,1.46
53,8,1309,24,218,3.82
90,15,695,7,115,4.6
3,0,324,108,54,0.56
24,4,2344,97,390,4.17
48,8,2402,50,400,5.2
55,9,2021,36,336,4.94
60,10,2328,38,388,5.58
97,16,672,6,112,4.84
62,10,1080,17,180,3.94
68,11,1042,15,173,4.13
35,5,2582,73,430,4.82
19,3,2915,153,485,4.74
30,5,1372,45,228,3.08
27,4,330,12,55,1.49
99,16,233,2,38,4.29
7,1,1603,229,267,2.56
74,12,1736,23,289,5.31
45,7,826,18,137,2.89
36,6,1509,41,251,3.51
6,1,3000,500,500,4.58
92,15,1674,18,279,5.96
29,4,600,20,100,1.89
78,13,1502,19,250,5.2
40,6,2196,54,366,4.51
13,2,2729,209,454,4.29
66,11,119,1,19,2.85
65,10,659,10,109,3.43
68,11,1463,21,243,4.7
51,8,1772,34,295,4.4
31,5,242,7,40,1.57
50,8,2606,52,434,5.51
6,1,2199,366,366,3.42
83,13,674,8,112,4.19
94,15,2318,24,386,6.86
74,12,164,2,27,3.2
66,11,463,7,77,3.32
97,16,260,2,43,4.29
56,9,2857,51,476,6.09
68,11,602,8,100,3.54
50,8,963,19,160,3.29
54,9,1041,19,173,3.6
62,10,1322,21,220,4.27
94,15,195,2,32,4.01
79,13,2142,27,357,6.08
45,7,1287,28,214,3.51
68,11,2346,34,391,5.89
38,6,1079,28,179,2.96
39,6,1895,48,315,4.09
91,15,2394,26,399,6.9
62,10,2333,37,388,5.62
72,12,1483,20,247,4.93
8,1,2033,254,338,3.16
39,6,2241,57,373,4.55
70,11,181,2,30,3.02
23,3,1797,78,299,3.28
95,15,2577,27,429,7.23
95,15,1364,14,227,5.6
100,16,205,2,34,4.27
40,6,1433,35,238,3.48
87,14,2877,33,479,7.35
69,11,1117,16,186,4.25
72,12,2045,28,340,5.68
89,14,2988,33,498,7.54
38,6,2785,73,464,5.27
74,12,2397,32,399,6.2
19,3,1294,68,215,2.52
13,2,2425,186,404,3.87
72,12,529,7,88,3.65
81,13,2195,27,365,6.19
82,13,585,7,97,4.05
34,5,628,18,104,2.15
69,11,2064,29,344,5.53
89,14,966,10,161,4.82
97,16,2157,22,359,6.83
29,4,2445,84,407,4.39
57,9,1510,26,251,4.29
22,3,363,16,60,1.31
16,2,1555,97,259,2.71
70,11,1296,18,216,4.52
62,10,1577,25,262,4.61
13,2,1537,118,256,2.64
24,4,1022,42,170,2.37
46,7,1059,23,176,3.22
66,11,349,5,58,3.16
9,1,1867,207,311,2.93
93,15,2344,25,390,6.87
90,15,2379,26,396,6.86
19,3,2464,129,410,4.12
100,16,2685,26,447,7.6
41,6,317,7,52,1.99
47,7,1985,42,330,4.49
65,10,726,11,121,3.53
62,10,597,9,99,3.29
26,4,2954,113,492,5.03
78,13,2342,30,390,6.33
7,1,785,112,130,1.38
2,0,337,168,56,0.6
65,10,1615,24,269,4.72
6,1,239,39,39,0.59
32,5,1927,60,321,3.87
88,14,2174,24,362,6.42
56,9,1300,23,216,3.99
6,1,544,90,90,1.03
16,2,2927,182,487,4.59
90,15,2570,28,428,7.12
80,13,2982,37,497,7.23
5,0,2789,557,464,4.19
59,9,625,10,104,3.14
43,7,2097,48,349,4.56
61,10,2498,40,416,5.83
47,7,246,5,41,2.15
44,7,2568,58,428,5.22
48,8,2358,49,393,5.14
9,1,1481,164,246,2.39
34,5,1590,46,265,3.46
81,13,1867,23,311,5.75
53,8,2100,39,350,4.89
62,10,2473,39,412,5.81
15,2,1037,69,172,1.98
84,14,1125,13,187,4.94
70,11,1126,16,187,4.28
59,9,594,10,99,3.1
89,14,2721,30,453,7.18
52,8,2670,51,445,5.63
64,10,1960,30,326,5.16
32,5,483,15,80,1.92
73,12,579,7,96,3.73
25,4,560,22,93,1.76
16,2,2510,156,418,4.02
4,0,1660,415,276,2.57
85,14,1704,20,284,5.74
86,14,1663,19,277,5.7
9,1,2399,266,399,3.68
80,13,928,11,154,4.47
71,11,575,8,95,3.56
49,8,359,7,59,2.46
11,1,2547,231,424,3.89
42,7,321,7,53,2.15
70,11,100,1,16,2.91
72,12,1764,24,294,5.31
17,2,1134,66,189,2.15
11,1,2571,233,428,3.93
67,11,1433,21,238,4.64
14,2,2523,180,420,4.01
36,6,721,20,120,2.44
38,6,2958,77,493,5.51
67,11,283,4,47,3.09
69,11,3000,43,500,6.78
92,15,2729,29,454,7.37
32,5,2292,71,382,4.37
7,1,2887,412,481,4.39
95,15,1846,19,307,6.25
89,14,932,10,155,4.78
94,15,1162,12,193,5.31
53,8,3000,56,500,6.1
95,15,624,6,104,4.61
21,3,1065,50,177,2.25
24,4,132,5,22,1.16
33,5,475,14,79,1.93
85,14,353,4,58,3.92
2,0,2392,1196,398,4.03
70,11,2234,31,372,5.77
73,12,352,4,58,3.43
21,3,1091,51,181,2.28
6,1,193,32,32,0.52
81,13,687,8,114,4.16
75,12,2289,30,381,6.07
66,11,198,3,33,2.96
42,7,1071,25,178,3.16
98,16,2816,28,469,7.73
98,16,914,9,152,5.18
79,13,726,9,121,4.18
9,1,433,48,72,0.91
75,12,522,6,87,3.7
35,5,1221,34,203,2.97
15,2,2660,177,443,4.21
48,8,1755,36,292,4.32
30,5,1374,45,229,3.09
8,1,1239,154,206,2.04
9,1,1901,211,316,2.98
16,2,1740,108,290,2.96
13,2,1272,97,212,2.27
7,1,343,49,57,0.75
40,6,2894,72,482,5.46
12,2,2531,210,421,4.0
9,1,2620,291,436,3.99
54,9,2843,52,473,6.03
3,0,860,286,143,1.4
62,10,2658,42,443,6.06
80,13,1218,15,203,4.86
39,6,507,13,84,2.21
65,10,2886,44,481,6.43
51,8,334,6,55,2.47
55,9,1010,18,168,3.58
60,10,2062,34,343,5.22
78,13,2088,26,348,5.99
93,15,2538,27,423,7.14
1,0,961,961,160,1.95
58,9,954,16,159,3.57
64,10,347,5,57,2.99
2,0,2791,1395,465,4.7
20,3,367,18,61,1.28
74,12,1515,20,252,5.01
6,1,2059,343,343,3.22
88,14,2130,24,355,6.37
16,2,531,33,88,1.3
74,12,1145,15,190,4.51
68,11,674,9,112,3.64
52,8,2519,48,419,5.43
9,1,835,92,139,1.48
9,1,2654,294,442,4.04
94,15,1049,11,174,5.16
97,16,1348,13,224,5.74
89,14,1916,21,319,6.1
42,7,269,6,44,2.07
24,4,1135,47,189,2.52
78,13,1828,23,304,5.64
23,3,651,28,108,1.72
75,12,282,3,47,3.38
49,8,762,15,127,3.01
25,4,2167,86,361,3.95
62,10,1936,31,322,5.09
46,7,1706,37,284,4.09
88,14,1511,17,251,5.53
7,1,1384,197,230,2.24
67,11,1464,21,244,4.68
60,10,1721,28,286,4.76
23,3,1631,70,271,3.05
99,16,1731,17,288,6.3
66,11,902,13,150,3.91
67,11,1899,28,316,5.26
48,8,1476,30,246,3.95
40,6,1228,30,204,3.2
85,14,2526,29,421,6.84
56,9,311,5,51,2.66
99,16,2335,23,389,7.11
54,9,2055,38,342,4.97
56,9,1874,33,312,4.76
86,14,1760,20,293,5.83
36,6,814,22,135,2.57
30,5,1479,49,246,3.23
58,9,169,2,28,2.51
96,16,1951,20,325,6.53
33,5,175,5,29,1.52
62,10,1633,26,272,4.68
1,0,1526,1526,254,3.08
29,4,1305,45,217,2.85
86,14,496,5,82,4.13
64,10,2857,44,476,6.37
88,14,2586,29,431,6.98
94,15,2212,23,368,6.72
96,16,1375,14,229,5.76
77,12,1828,23,304,5.49
29,4,2838,97,473,4.93
61,10,2816,46,469,6.25
97,16,333,3,55,4.38
3,0,255,85,42,0.46
20,3,1771,88,295,3.19
50,8,1021,20,170,3.37
61,10,1541,25,256,4.54
43,7,1276,29,212,3.45
48,8,2178,45,363,4.89
17,2,2702,158,450,4.3
98,16,2301,23,383,7.04
52,8,1393,26,232,3.91
49,8,1425,29,237,3.9
91,15,178,1,29,3.93
97,16,2288,23,381,7.0
5,0,2285,457,380,3.45
65,10,2709,41,451,6.19
51,8,2979,58,496,6.03
39,6,268,6,44,1.89
32,5,2594,81,432,4.78
55,9,709,12,118,3.18
58,9,2987,51,497,6.3
71,11,312,4,52,3.21
69,11,1965,28,327,5.39
15,2,1551,103,258,2.69
10,1,553,55,92,1.1
25,4,156,6,26,1.21
96,16,546,5,91,4.65
23,3,1220,53,203,2.5
28,4,2944,105,490,5.05
25,4,755,30,125,2.02
38,6,112,2,18,1.66
24,4,694,28,115,1.92
45,7,331,7,55,2.22
93,15,831,8,138,4.85
37,6,1294,34,215,3.24
25,4,1962,78,327,3.67
84,14,2601,30,433,6.92
6,1,2553,425,425,3.93
48,8,2730,56,455,5.64
80,13,780,9,130,4.27
23,3,2428,105,404,4.14
17,2,856,50,142,1.76
21,3,2769,131,461,4.57
14,2,617,44,102,1.38
12,2,388,32,64,1.03
23,3,415,18,69,1.4
42,7,2582,61,430,5.2
15,2,1659,110,276,2.83
41,6,1953,47,325,4.2
64,10,2503,39,417,5.89
67,11,323,4,53,3.15
63,10,1543,24,257,4.58
34,5,2525,74,420,4.72
17,2,2471,145,411,3.98
15,2,2033,135,338,3.35
56,9,276,4,46,2.62
24,4,2063,85,343,3.78
19,3,2014,106,335,3.51
50,8,1192,23,198,3.6
33,5,2613,79,435,4.82
16,2,2356,147,392,3.81
57,9,1044,18,174,3.67
52,8,598,11,99,2.84
96,16,1471,15,245,5.89
76,12,1256,16,209,4.7
1,0,1150,1150,191,2.33
52,8,164,3,27,2.26
82,13,899,10,149,4.47
61,10,2498,40,416,5.83
64,10,1378,21,229,4.38
85,14,657,7,109,4.33
27,4,630,23,105,1.9
65,10,935,14,155,3.8
64,10,1101,17,183,4.01
83,13,920,11,153,4.52
85,14,2037,23,339,6.18
75,12,1141,15,190,4.53
3,0,2217,739,369,3.51
12,2,1158,96,193,2.1
59,9,307,5,51,2.72
83,13,2585,31,430,6.75
15,2,1775,118,295,2.99
79,13,1915,24,319,5.77
86,14,1253,14,208,5.15
28,4,2231,79,371,4.08
30,5,715,23,119,2.19
30,5,1135,37,189,2.76
85,14,2374,27,395,6.63
38,6,2286,60,381,4.6
50,8,2003,40,333,4.69
82,13,1527,18,254,5.31
84,14,1853,22,308,5.91
17,2,304,17,50,1.0
3,0,2676,892,446,4.23
86,14,2107,24,351,6.29
92,15,858,9,143,4.87
76,12,1019,13,169,4.38
37,6,1157,31,192,3.05
71,11,2314,32,385,5.9
73,12,2797,38,466,6.71
11,1,2057,187,342,3.21
49,8,627,12,104,2.82
38,6,2763,72,460,5.24
34,5,2040,60,340,4.07
55,9,2197,39,366,5.18
8,1,1248,156,208,2.05
46,7,2403,52,400,5.03
97,16,2455,25,409,7.23
12,2,1499,124,249,2.57
9,1,1530,170,255,2.46
65,10,2370,36,395,5.73
64,10,2515,39,419,5.91
13,2,1265,97,210,2.26
85,14,2159,25,359,6.34
83,13,1553,18,258,5.36
90,15,1032,11,172,5.06
97,16,513,5,85,4.63
7,1,2805,400,467,4.27
7,1,914,130,152,1.57
40,6,252,6,42,1.89
61,10,639,10,106,3.33
52,8,2063,39,343,4.81
70,11,2042,29,340,5.52
32,5,2074,64,345,4.07
90,15,2405,26,400,6.9
7,1,1359,194,226,2.21
78,13,1420,18,236,5.09
38,6,578,15,96,2.29
24,4,2209,92,368,3.99
11,1,1716,156,286,2.74
80,13,856,10,142,4.37
48,8,2597,54,432,5.46
75,12,2596,34,432,6.48
9,1,2038,226,339,3.17
50,8,2878,57,479,5.87
100,16,2691,26,448,7.6
19,3,2963,155,493,4.81
60,10,1504,25,250,4.47
28,4,172,6,28,1.29
36,6,2574,71,429,4.95
71,11,670,9,111,3.69
60,10,2445,40,407,5.73
80,13,853,10,142,4.37
41,6,257,6,42,1.91
9,1,853,94,142,1.5
82,13,2647,32,441,6.82
49,8,1272,25,212,3.69
52,8,289,5,48,2.43
42,7,290,6,48,2.1
81,13,1472,18,245,5.22
1,0,320,320,53,0.66
39,6,2914,74,485,5.46
21,3,2786,132,464,4.6
4,0,254,63,42,0.46
69,11,1064,15,177,4.18
10,1,1324,132,220,2.18
39,6,126,3,21,1.7
96,16,2119,22,353,6.76
56,9,1433,25,238,4.17
39,6,453,11,75,2.14
89,14,1796,20,299,5.94
37,6,2209,59,368,4.47
32,5,1019,31,169,2.64
24,4,1853,77,308,3.5
59,9,2372,40,395,5.49
12,2,1868,155,311,3.08
11,1,1853,168,308,2.93
95,15,942,9,157,5.04
91,15,864,9,144,4.85
55,9,634,11,105,3.08
46,7,2283,49,380,4.87
48,8,1627,33,271,4.15
97,16,2485,25,414,7.27
85,14,1768,20,294,5.82
25,4,1866,74,311,3.54
69,11,2982,43,497,6.76
53,8,1249,23,208,3.74
43,7,1385,32,230,3.6
66,11,1187,17,197,4.29
8,1,2687,335,447,4.09
23,3,2100,91,350,3.7
91,15,2729,29,454,7.35
57,9,2685,47,447,5.87
32,5,2289,71,381,4.36
38,6,1351,35,225,3.33
50,8,1566,31,261,4.11
97,16,1534,15,255,5.99
49,8,1971,40,328,4.63
52,8,1095,21,182,3.51
30,5,2593,86,432,4.74
25,4,2865,114,477,4.89
63,10,2747,43,457,6.2
95,15,2667,28,444,7.35
21,3,990,47,165,2.15
71,11,1157,16,192,4.35
17,2,2377,139,396,3.85
100,16,2532,25,422,7.39
91,15,1953,21,325,6.31
52,8,2329,44,388,5.17
4,0,491,122,81,0.81
23,3,260,11,43,1.19
72,12,806,11,134,4.02
74,12,2067,27,344,5.75
18,3,2969,164,494,4.8
78,13,936,12,156,4.44
27,4,1403,51,233,2.94
61,10,2780,45,463,6.21
68,11,2901,42,483,6.63
86,14,1445,16,240,5.4
48,8,1234,25,205,3.62
40,6,2502,62,417,4.93
82,13,2668,32,444,6.84
42,7,2200,52,366,4.68
1,0,2597,2597,432,5.23
33,5,223,6,37,1.59
82,13,1106,13,184,4.75
10,1,439,43,73,0.94
22,3,768,34,128,1.86
75,12,462,6,77,3.62
54,9,2546,47,424,5.63
43,7,1609,37,268,3.9
91,15,2190,24,365,6.63
87,14,1295,14,215,5.22
43,7,124,2,20,1.9
71,11,215,3,35,3.08
59,9,1031,17,171,3.69
80,13,1845,23,307,5.7
75,12,777,10,129,4.04
34,5,1270,37,211,3.02
96,16,1945,20,324,6.53
97,16,1359,14,226,5.76
94,15,2787,29,464,7.49
38,6,1559,41,259,3.61
61,10,1722,28,287,4.78
43,7,1896,44,316,4.29
35,5,1367,39,227,3.17
69,11,2618,37,436,6.27
24,4,2284,95,380,4.09
55,9,856,15,142,3.37
77,12,720,9,120,4.01
78,13,1498,19,249,5.19
30,5,2768,92,461,4.98
46,7,1074,23,179,3.24
47,7,2703,57,450,5.46
81,13,973,12,162,4.55
66,11,2579,39,429,6.16
63,10,149,2,24,2.71
12,2,381,31,63,1.02
42,7,335,7,55,2.16
74,12,1459,19,243,4.94
98,16,2294,23,382,7.03
78,13,1106,14,184,4.67
99,16,2474,24,412,7.29
92,15,1365,14,227,5.54
40,6,846,21,141,2.69
10,1,2558,255,426,3.91
46,7,590,12,98,2.59
71,11,2469,34,411,6.11
85,14,1582,18,263,5.57
61,10,766,12,127,3.5
52,8,2843,54,473,5.86
34,5,1217,35,202,2.95
48,8,747,15,124,2.96
30,5,472,15,78,1.86
48,8,1423,29,237,3.88
58,9,2128,36,354,5.14
79,13,1304,16,217,4.95
42,7,2416,57,402,4.97
49,8,160,3,26,2.19
69,11,1123,16,187,4.26
34,5,1579,46,263,3.44
10,1,2285,228,380,3.52
98,16,990,10,165,5.29
74,12,2819,38,469,6.76
76,12,2579,33,429,6.48
2,0,2269,1134,378,3.83
83,13,2799,33,466,7.04
77,12,1451,18,241,4.98
55,9,580,10,96,3.0
47,7,2358,50,393,4.99
66,11,2168,32,361,5.61
53,8,2413,45,402,5.31
97,16,1406,14,234,5.82
2,0,980,490,163,1.68
3,0,441,147,73,0.74
4,0,1532,383,255,2.38
5,0,593,118,98,0.97
25,4,405,16,67,1.55
60,10,576,9,96,3.22
42,7,2284,54,380,4.79
54,9,612,11,102,3.03
24,4,727,30,121,1.97
3,0,2249,749,374,3.56
14,2,2513,179,418,4.0
88,14,1835,20,305,5.97
1,0,612,612,102,1.25
4,0,1589,397,264,2.46
64,10,489,7,81,3.18
82,13,2104,25,350,6.08
93,15,827,8,137,4.84
72,12,2339,32,389,6.08
14,2,419,29,69,1.1
54,9,1497,27,249,4.22
89,14,1573,17,262,5.64
